gene,z,logFC,pvals,p_adj,is_known_marker
Myo10,26.240532,1.8308501,9.167083572704736e-152,1.8087506443092366e-149,False
Gas1,26.198935,2.658996,2.732677245009942e-151,5.336807121657681e-149,False
Cpe,26.11177,1.7443436,2.680063729206348e-150,5.1811858296242725e-148,False
Zcchc24,26.070505,3.257939,7.877932200183586e-150,1.5077574437931365e-147,False
Hes6,25.779724,1.6543046,1.4969738365364547e-146,2.836691312620912e-144,False
Tspan3,25.468544,1.2212098,4.399736240002916e-143,8.096783836289982e-141,False
2810459M11Rik,25.132843,3.5681164,2.1768863341192906e-139,3.857724773028621e-137,False
Mt3,25.10078,3.3120303,4.876635188032971e-139,8.562745033372756e-137,False
Zfp36l2,24.887794,1.9592698,1.0086644960008453e-136,1.7236455168714443e-134,False
Rpl12,24.88366,0.6742327,1.1182126707428651e-136,1.893935602243159e-134,False
Hspd1,24.79322,1.0711644,1.0608763138999058e-135,1.781062436116693e-133,False
Fam171b,24.743002,1.6200433,3.6874816288193007e-135,6.084026801204534e-133,False
Gpr37l1,24.726025,3.6869664,5.615688270123586e-135,9.186210068538062e-133,False
Metrn,24.700275,2.3230755,1.062215815440749e-134,1.7083822261949996e-132,False
Lhx2,24.682135,1.8026385,1.663631379402293e-134,2.6533534141983737e-132,False
Rps8,24.657648,0.5020893,3.0467371598063146e-134,4.819132438143228e-132,False
Asrgl1,24.644608,1.7608421,4.204119537866495e-134,6.595298675018594e-132,False
Mlc1,24.6315,3.3265274,5.809695679377659e-134,9.03998094370805e-132,False
Cbs,24.505646,3.7660863,1.2859934088228474e-132,1.9533831628143236e-130,False
Cd9,24.445974,1.3932494,5.553701075327411e-132,8.369471250448137e-130,False
Rpl14,23.764473,0.53412676,7.785811777532965e-125,1.0876835883956453e-122,False
Wscd1,23.596823,2.529041,4.154838149667958e-123,5.679960524749646e-121,False
Sox8,23.41402,2.23064,3.0761470596970874e-121,4.060301970727073e-119,False
Rpl18,23.393238,0.52529836,5.007495059521127e-121,6.564277256450332e-119,False
Glo1,23.384285,1.4315785,6.17643095380956e-121,8.041545035711645e-119,False
Gstm5,23.382607,1.2043213,6.424030699506328e-121,8.307400240395379e-119,False
Aldh2,23.137808,2.2953513,1.9286873101819948e-118,2.4445792337465695e-116,False
Gm10561,22.93665,3.3948371,2.0026921628569585e-116,2.4728726003173756e-114,False
Psph,22.75684,1.9623502,1.227849779275798e-114,1.4968036258318152e-112,False
Rpl36a,22.689974,0.57014865,5.627035668882324e-114,6.7733229979081e-112,False
Itm2c,22.593988,1.9499898,4.9655671091705714e-113,5.902856453566185e-111,False
Gja1,22.39607,3.2235696,4.2986748335403074e-111,4.98620228115927e-109,False
Eef1d,22.345602,0.87639683,1.3324003673223178e-110,1.5361934114567374e-108,False
Rps20,22.323458,0.452035,2.187040112449714e-110,2.5064527372559924e-108,False
Nptx2,22.182869,2.521688,5.026990450125497e-109,5.626407615494262e-107,False
Slc25a5,21.826153,0.96987903,1.30992931402499e-105,1.4164258271821628e-103,False
Ndrg2,21.753258,1.5362316,6.434394643444376e-105,6.841548837826773e-103,False
Rps2,21.65365,0.6310564,5.615120888390294e-104,5.9374474410443e-102,False
Pdlim4,21.547033,3.0340936,5.644994051532283e-103,5.903800062965921e-101,False
Hepacam,21.517082,2.6426754,1.0773408608594892e-102,1.1085605772037507e-100,False
Aamdc,21.277283,1.7152845,1.8431751190811486e-100,1.866482994925614e-98,False
Rpl37a,21.150316,0.4766893,2.7410167010885705e-99,2.7060452600482553e-97,False
Rps21,21.150282,0.4870972,2.742947805263397e-99,2.7060452600482553e-97,False
Rpl8,21.14347,0.5031972,3.1689043766087524e-99,3.110239018662303e-97,False
Gstm1,21.09817,2.3927555,8.267480114132175e-99,8.073025607366107e-97,False
Rpl13,21.09596,0.43988627,8.662874212477925e-99,8.416180180335788e-97,False
Pon2,21.093351,2.5023513,9.15396570730555e-99,8.848371195561663e-97,False
Gamt,20.99672,2.7308614,7.027498936563497e-98,6.724965107344439e-96,False
Suclg2,20.904886,2.9028833,4.833529863707882e-97,4.602434231915679e-95,False
Aldoa,20.880798,2.0403004,8.004367021198338e-97,7.583939624688861e-95,False
Tst,20.83337,2.6578395,2.157341067251351e-96,2.0239877787315495e-94,False
Eef1g,20.831907,0.669082,2.2242085626594843e-96,2.0765428136946277e-94,False
Rpsa,20.815279,0.45492536,3.147061769431199e-96,2.9238648157836755e-94,False
Ccnd1,20.693926,2.7510164,3.9287869039083926e-95,3.5806215501858438e-93,False
Rps13,20.665703,0.4079559,7.052354627416855e-95,6.366746000666566e-93,False
Mycn,20.571312,1.6828281,4.960633451294513e-94,4.45735040489792e-92,False
Rpl23,20.51071,0.39753488,1.7275469109178267e-93,1.5307185337063095e-91,False
Rpl39,20.408844,0.45694733,1.3954791579793838e-92,1.2251410827783224e-90,False
Rpl10a,20.383394,0.50433314,2.3479931747408428e-92,2.05197449184315e-90,False
Rpl9,20.203117,0.42762452,9.190881815386995e-91,7.852869958245165e-89,False
Ttyh1,20.156967,3.525396,2.3377508179210854e-90,1.97974393381379e-88,False
Tsc22d4,20.15333,1.5016022,2.5160623288710717e-90,2.1120577593098e-88,False
Gng12,20.151188,2.0580986,2.6273793086610286e-90,2.1958695453477476e-88,False
Rps12,20.139559,0.4282992,3.3228526039108296e-90,2.7650467820108423e-88,False
Rps3a1,20.113909,0.39546907,5.575207163624428e-90,4.6192160131864907e-88,False
Igfbp5,20.093693,1.6496558,8.379359689373006e-90,6.912610564435774e-88,False
Nbl1,20.079838,1.8510206,1.1075690827876079e-89,9.058873792936763e-88,False
S1pr1,20.027077,2.8022468,3.198934401362646e-89,2.594254470664393e-87,False
Eci1,20.004202,1.5856389,5.062268794857443e-89,4.088049049146691e-87,False
Aprt,19.996311,1.5896753,5.930010456321483e-89,4.768675215274658e-87,False
Fxyd1,19.995447,3.8562803,6.0335898718938136e-89,4.831668475237477e-87,False
Kcne1l,19.934513,1.5760415,2.0428308695484605e-88,1.6156090914168587e-86,False
Arhgap5,19.91913,1.4103577,2.777741753564468e-88,2.187785984422648e-86,False
Thrsp,19.859575,2.367632,9.107771926730191e-88,7.114842730844455e-86,False
Prdx1,19.825336,0.7199358,1.7997069064746705e-87,1.400186605000761e-85,False
Polr3h,19.801664,1.7008545,2.880164750657132e-87,2.2317195612480505e-85,False
Rexo2,19.594145,1.2657472,1.7347763981097724e-85,1.3003391040657416e-83,False
Bola2,19.582432,0.89029586,2.1834028179195368e-85,1.625997919539378e-83,False
Ncald,19.463638,1.8376029,2.2335216974450136e-84,1.6504776744169928e-82,False
Rgma,19.35222,2.7885041,1.9524950654724163e-83,1.4317549064397156e-81,False
Hadh,19.32177,1.8523703,3.523630113349235e-83,2.573998348831718e-81,False
Il18,19.249855,2.1412914,1.4155893743009655e-82,1.0223760390470256e-80,False
Efhd2,19.209072,1.6684406,3.107732237791158e-82,2.2276736816136696e-80,False
Rpl37,19.154684,0.42669797,8.846206070820588e-82,6.270649555164268e-80,False
Mettl1,19.14186,1.7248585,1.1316085284448046e-81,7.991828644245429e-80,False
Hsd17b12,19.134699,1.1564533,1.2982798136827516e-81,9.135212262527273e-80,False
Adk,19.100494,1.4349035,2.5011004196934713e-81,1.7534271403851043e-79,False
Lap3,19.008528,1.4413728,1.449624469669128e-80,1.0052305335144001e-78,False
Gpi1,19.002531,1.2577059,1.6251418528865695e-80,1.1228732823969695e-78,False
Snx5,18.946898,1.3837235,4.6840350501800985e-80,3.2247390944387374e-78,False
Ednrb,18.87033,2.1015627,2.000422006547427e-79,1.3673598851182572e-77,False
Sfrp1,18.788448,2.0327168,9.388343008634287e-79,6.371755207172043e-77,False
Ptgds,18.780642,2.683246,1.0875880358892655e-78,7.355246437768429e-77,False
Ldha,18.749859,1.5816085,1.941063040301023e-78,1.3080987862084958e-76,False
Ndufb4,18.661846,0.8145687,1.0117338404426146e-77,6.746889885794843e-76,False
Nrxn1,18.661432,1.2665476,1.0196281153384416e-77,6.775924478980012e-76,False
1500011K16Rik,18.64374,1.3550552,1.4196125520403738e-77,9.336757606013991e-76,False
Rpl3,18.63369,0.3861149,1.7130016159237678e-77,1.1227786961357874e-75,False
Nhp2,18.559067,1.0285909,6.889111886240329e-77,4.409722822433233e-75,False
Rorb,18.55684,1.3981968,7.180523399825613e-77,4.580934578308746e-75,False
Nop10,18.474245,0.84787005,3.3285488011595385e-76,2.1094402485229278e-74,False
Ptn,18.411135,1.8181777,1.0695864974889471e-75,6.689809142300967e-74,False
Six3,18.357094,2.1966467,2.896974772738051e-75,1.8060325790043506e-73,False
Rpl30,18.33284,0.33546314,4.526363038332906e-75,2.8035618831926696e-73,False
Krtcap2,18.140337,0.73275894,1.53087694092187e-73,9.27197904186825e-72,False
Ost4,18.0242,0.85658205,1.2581589230685232e-72,7.5015276101584e-71,False
Pdia3,17.942719,0.945548,5.471226599705819e-72,3.212079935330358e-70,False
Bcan,17.939495,3.0227976,5.797933876296109e-72,3.393475732673738e-70,False
Hs2st1,17.934362,1.2118483,6.358927723342231e-72,3.710473100519724e-70,False
Fam162a,17.912119,0.9640711,9.485599620857584e-72,5.518081797677608e-70,False
S100a6,17.90446,3.8888907,1.0884569420203067e-71,6.293648765355482e-70,False
Msi2,17.883347,0.7940871,1.590024153231013e-71,9.138580260867374e-70,False
Eef1b2,17.85635,0.43466288,2.5796303589548644e-71,1.4737774758220047e-69,False
Kcnj10,17.828176,2.7225401,4.271268305959299e-71,2.418574086028255e-69,False
Scp2,17.815784,0.8705776,5.330608109241008e-71,3.0095135281051226e-69,False
Sema6a,17.796413,3.1257617,7.53417210698247e-71,4.228636948842741e-69,False
Gpx8,17.795135,2.9695492,7.708192797723568e-71,4.2974900695313515e-69,False
C1qbp,17.79502,0.880229,7.724210167296018e-71,4.2974900695313515e-69,False
Rpl36,17.756527,0.4547845,1.534381242083852e-70,8.390435026355099e-69,False
Abhd14a,17.740862,2.088453,2.0279881871404677e-70,1.099537278007972e-68,False
mt-Nd5,17.689663,0.6841871,5.037553248174511e-70,2.7158797638538583e-68,False
Reep5,17.682022,1.1110437,5.769000287169987e-70,3.101485856633325e-68,False
Tcf7l2,17.61637,2.494004,1.8446874607531716e-69,9.861864053451104e-68,True
Lrrfip1,17.458652,1.924395,2.9583240153479686e-68,1.5554770145534277e-66,False
Slc6a11,17.444399,4.605323,3.796868866216583e-68,1.99091159535669e-66,False
Rps3,17.422754,0.36437246,5.544319669826756e-68,2.8834982108916926e-66,False
Exosc5,17.388483,1.3063211,1.0086926365798433e-67,5.231807146748406e-66,False
Serpinh1,17.312664,2.120372,3.775335976600483e-67,1.947605262969182e-65,False
Tmem147,17.30592,1.1432564,4.244484750143226e-67,2.1837417643277203e-65,False
Srm,17.171692,1.4059808,4.3261865226497343e-66,2.2020979749200337e-64,False
Rplp0,17.16126,0.37015986,5.177796181423624e-66,2.621636008366845e-64,False
Btg2,17.155678,1.3115433,5.700058803105874e-66,2.8708796166485082e-64,False
Glul,17.13684,1.1016456,7.88194361467777e-66,3.959383696622516e-64,False
Rpl32,17.052765,0.32698244,3.333808140089949e-65,1.665946579456437e-63,False
Arap2,17.051819,2.9335084,3.388262315713963e-65,1.6887487619908732e-63,False
Jam2,17.0274,1.7987002,5.144090596647401e-65,2.5572142838762236e-63,False
Atp1b2,16.945932,2.1983762,2.0624043797579385e-64,1.0147135584623954e-62,False
Jag1,16.906628,3.0841568,4.020715958564097e-64,1.9731405828450835e-62,False
Gcsh,16.875862,1.208276,6.772997272121129e-64,3.2984324374332388e-62,False
Aif1l,16.864183,1.7508655,8.2535758742564e-64,3.9991187001871705e-62,False
Fars2,16.858585,1.7308022,9.073626049848918e-64,4.385356792122688e-62,False
Rps6,16.805641,0.3817191,2.2190037461855e-63,1.061737817456107e-61,False
Csrp1,16.783646,1.0451185,3.2147550342027004e-63,1.5343440548530046e-61,False
Fbln2,16.736732,2.2793708,7.076663169289716e-63,3.369160606891439e-61,False
Acsbg1,16.696915,2.468849,1.3802163263140642e-62,6.538604027060614e-61,False
Rpl41,16.60121,0.43632445,6.829955581881591e-62,3.2117572452489376e-60,False
2410015M20Rik,16.591177,0.7607304,8.072325092962158e-62,3.786672302799087e-60,False
Wwtr1,16.568783,3.2589414,1.1717269192794753e-61,5.469678416607287e-60,False
Rps27a,16.508564,0.29906926,3.183700507817687e-61,1.4718078265488578e-59,False
Rplp2,16.476667,0.33526355,5.397875766619213e-61,2.4774566977775807e-59,False
Prdx4,16.403458,0.8247617,1.8065574052846978e-60,8.193294355389534e-59,False
Gadd45g,16.39095,1.2547207,2.219526017692528e-60,1.0042436986434347e-58,False
Lima1,16.350996,1.0549098,4.2792503465619334e-60,1.9225486474847145e-58,False
Miat,16.332142,1.4082627,5.830147607795826e-60,2.6070839968599136e-58,False
Cd164,16.32264,1.2136656,6.812549880783326e-60,3.032218422518885e-58,False
Ildr2,16.317888,2.407004,7.363937883876697e-60,3.2700326487126705e-58,False
Pgls,16.298967,0.7538354,1.0037463502349672e-59,4.436651592874605e-58,False
Olig2,16.257902,2.6575618,1.9634950424921448e-59,8.619112756481e-58,True
Ugp2,16.254097,1.3204682,2.0892384006002006e-59,9.150099256084038e-58,False
Slc48a1,16.23167,1.4052806,3.011511759032277e-59,1.3099391717299715e-57,False
Igdcc4,16.22564,2.6438956,3.3223552631201235e-59,1.441872049452518e-57,False
Wnt7b,16.215258,4.4458804,3.934252335697604e-59,1.6920821450093582e-57,False
2310022B05Rik,16.20451,1.4550289,4.686120654010225e-59,2.00643541827968e-57,False
Rfx4,16.127262,2.8013377,1.6413677916160833e-58,6.965440834532199e-57,False
Uqcc2,16.006458,0.7639145,1.151833341711056e-57,4.866432301767748e-56,False
Rpl4,15.9974375,0.35238242,1.3314376271289182e-57,5.612860076127834e-56,False
Lman1,15.996175,1.289858,1.3587077892695913e-57,5.715232610732024e-56,False
Rpl22l1,15.973715,0.5271147,1.9482800286784886e-57,8.159328548988533e-56,False
Ddt,15.955458,1.2170722,2.6105095244870765e-57,1.0908851919030165e-55,False
Adgrg1,15.923264,1.1141882,4.3697718135459856e-57,1.8220710836482923e-55,False
Ssr3,15.902482,0.7469716,6.090360414110605e-57,2.5339871296883234e-55,False
Bsg,15.880952,0.57500595,8.586509748107145e-57,3.56479848305906e-55,False
Mif,15.837943,0.7848687,1.703014296204729e-56,7.05497632360656e-55,False
Pfn1,15.829753,0.6239324,1.9398096430385288e-56,8.01857813350203e-55,False
Timm10,15.812011,1.1657987,2.571257636708963e-56,1.0585866540359407e-54,False
Tbrg1,15.809802,0.94089776,2.6630362172918137e-56,1.0937306901877257e-54,False
Smo,15.747854,1.7914622,7.105120467462871e-56,2.887152879549297e-54,False
Ndufa12,15.739598,0.5356084,8.095601743654996e-56,3.2826635968604444e-54,False
Hibadh,15.7190485,1.479195,1.1199228612056025e-55,4.5219838904248996e-54,False
Slc27a1,15.681604,2.5539477,2.020833076096172e-55,8.057650884042633e-54,False
Rpl5,15.673133,0.31782898,2.309125045097309e-55,9.188013355117961e-54,False
Glud1,15.670874,1.3252939,2.392691704299986e-55,9.500773138713161e-54,False
Pgam1,15.614375,0.63181394,5.8111833516375196e-55,2.297938805103109e-53,False
Tle4,15.601185,1.780088,7.145561658533298e-55,2.819771228508635e-53,False
S100a1,15.589506,2.6315615,8.57939463265465e-55,3.3786220961806037e-53,False
Soat1,15.565618,1.7636558,1.2466041975733537e-54,4.899128898841153e-53,False
Dll1,15.559122,1.7454127,1.3797757982169058e-54,5.400312679360606e-53,False
Vcam1,15.556847,3.6621356,1.429713751748011e-54,5.584345203001058e-53,False
Cd81,15.530748,0.8258737,2.1485642592820526e-54,8.358002308617724e-53,False
Dkk3,15.509186,2.6841826,3.006662862091906e-54,1.164868836388198e-52,False
Jak1,15.504418,1.2529571,3.238362714954415e-54,1.2521014949800514e-52,False
Ndufc2,15.466459,0.5562121,5.843392896237875e-54,2.245716800022022e-52,False
Rps15a,15.439647,0.26931053,8.858371624363663e-54,3.3908074903739226e-52,False
Ybx3,15.432038,0.7825196,9.967145270666296e-54,3.800023771619168e-52,False
Npm3,15.401073,1.132356,1.6097503329043444e-53,6.112899131241318e-52,False
Polr2f,15.332332,0.62589544,4.649905890166751e-53,1.758785550037578e-51,False
Pdpn,15.316783,3.5249681,5.906988070619832e-53,2.229858869498875e-51,False
Lamp1,15.2964325,0.800842,8.076385746824041e-53,3.042794228513097e-51,False
Cnpy2,15.236297,0.7150899,2.03059756584211e-52,7.605402507368327e-51,False
Tmed10,15.233389,0.70877063,2.1229556061494926e-52,7.935790497284207e-51,False
Stx6,15.185945,1.177022,4.382063090101174e-52,1.6316790949697737e-50,False
Srebf1,15.185579,2.1505647,4.4065560429818145e-52,1.6376131282840573e-50,False
Acaa2,15.179117,2.123274,4.862858566090352e-52,1.8036870173721558e-50,False
Tmbim6,15.082699,0.7508872,2.1048528195378993e-51,7.717390443129473e-50,False
Eif5a,15.064591,0.53061676,2.7687076718569437e-51,1.0074200785488602e-49,False
Lfng,15.0448065,2.464022,3.734239012656912e-51,1.3561594015795188e-49,False
Abca1,15.008625,1.5769824,6.447036797489771e-51,2.323725748910673e-49,False
Mapt,14.997844,0.87519366,7.58436073475811e-51,2.7285165432807418e-49,False
Zbtb20,14.967227,0.49161148,1.202304959903674e-50,4.317244770655988e-49,False
Tomm5,14.9573765,0.8390936,1.394154255224623e-50,4.996763724858439e-49,False
Prss23,14.931229,4.5274415,2.0642804959178771e-50,7.370944852867957e-49,False
Mid1ip1,14.926029,1.261148,2.2316707081708284e-50,7.95380738988482e-49,False
Pkm,14.909749,0.5787437,2.8482246599166837e-50,1.0094846623360261e-48,False
Notch1,14.866075,0.8068947,5.472925051139694e-50,1.9290296971227e-48,False
Dnajc15,14.838847,0.91857874,8.215526262436067e-50,2.885081782325943e-48,False
Aldh7a1,14.800673,1.6125654,1.4502531998798304e-49,5.0742954282449864e-48,False
Sfxn1,14.776319,1.0705689,2.082404529381358e-49,7.259588394868817e-48,False
Rps18,14.765554,0.45900923,2.4430591175052784e-49,8.501401536351549e-48,False
Me3,14.756417,3.5740974,2.797515954055862e-49,9.69957569649912e-48,False
Nr2f6,14.7515335,1.9957027,3.007527953774939e-49,1.0408874775280029e-47,False
Lxn,14.746583,2.2629259,3.236413204362123e-49,1.118081449788568e-47,False
Cyba,14.728874,2.485067,4.2065474805992745e-49,1.4428156313833246e-47,False
Cct3,14.598866,0.5259824,2.855531226101509e-48,9.655832532925225e-47,False
Laptm4a,14.596824,0.6264143,2.9423968450116607e-48,9.932016440331248e-47,False
Rcn3,14.594863,1.698779,3.028202017652026e-48,1.020365465067643e-46,False
Crlf1,14.5605755,4.2923746,5.0034938623323664e-48,1.6829853959785442e-46,False
Ntm,14.47871,3.262873,1.6516785344694523e-47,5.526481725736162e-46,False
Hnrnpf,14.476933,0.5228349,1.6949414803731912e-47,5.661341185490838e-46,False
Sash1,14.46728,1.8273951,1.9503128557750468e-47,6.5029682485502826e-46,False
Serbp1,14.464955,0.37961867,2.0173669764171299e-47,6.714849836808252e-46,False
Fgfr3,14.457645,3.3089824,2.243410709743995e-47,7.454277356560818e-46,False
Purb,14.452894,0.57621306,2.4036815333562168e-47,7.972974153709642e-46,False
Hes5,14.4526615,1.3808765,2.411813091578939e-47,7.986105667773237e-46,True
Wwc1,14.418441,2.5126674,3.9619261239000087e-47,1.3051171099022766e-45,False
Itm2b,14.410185,0.70008683,4.465166905129445e-47,1.4683647662761588e-45,False
Tspan7,14.375997,1.0024425,7.320885944187672e-47,2.395118565569365e-45,False
Pdia6,14.364683,0.7368183,8.619975228965562e-47,2.8077622665076364e-45,False
Lsamp,14.364634,1.7196177,8.62617802762156e-47,2.8077622665076364e-45,False
Pebp1,14.353951,0.37238795,1.0063549382447353e-46,3.2534843180854714e-45,False
Mrpl36,14.336094,0.9504467,1.301795065386027e-46,4.194453831047672e-45,False
Eef2kmt,14.329249,2.3920655,1.4366494149723202e-46,4.621182042547099e-45,False
Rps14,14.298849,0.25797075,2.2245861335697754e-46,7.119791640533769e-45,False
Cbr3,14.289579,3.0487356,2.541401068622754e-46,8.106645842061815e-45,False
Gnl3,14.271156,0.9206533,3.310438508667462e-46,1.048981500287857e-44,False
Nrcam,14.244909,1.6029932,4.821765048345684e-46,1.5228343442291755e-44,False
Ppic,14.236287,2.2635427,5.454924758584233e-46,1.7199638378013778e-44,False
Tead2,14.232832,1.0825934,5.7313130571946086e-46,1.804138167790257e-44,False
Ctsz,14.154572,0.92888325,1.7500161147035703e-45,5.446107060050672e-44,False
Tkt,14.136281,0.63777727,2.2696527535564893e-45,7.051766891285333e-44,False
Canx,14.123888,0.67488,2.706363966314214e-45,8.394991888377269e-44,False
Dtd1,14.111928,1.5629088,3.20690706763464e-45,9.931552486643913e-44,False
Acadl,14.099502,1.7458134,3.824610241317439e-45,1.1825398288945793e-43,False
Rrbp1,14.071775,1.2104509,5.66293547943348e-45,1.7452966528321639e-43,False
Mybbp1a,14.052954,1.0167869,7.388652227989479e-45,2.269846147535965e-43,False
Rps10,14.004313,0.27213386,1.466907193429996e-44,4.499220637028316e-43,False
Ndufs7,13.993631,0.6036232,1.704794182954112e-44,5.2204889388094e-43,False
Rpl17,13.982402,0.2789129,1.9963553643258133e-44,6.093819029957216e-43,False
Cldn10,13.97775,3.0206814,2.1311889964638838e-44,6.495036019637305e-43,False
Mydgf,13.898094,0.92744184,6.505024265280329e-44,1.9730532395118892e-42,False
Ypel3,13.897429,0.8396387,6.565686747951477e-44,1.988301877674736e-42,False
Lrpap1,13.87502,1.0207328,8.97680774050738e-44,2.6971290949069192e-42,False
Rpl6,13.846862,0.31088546,1.3289162333283192e-43,3.974082467136047e-42,False
Nkd1,13.7807455,2.1925478,3.3281824921808924e-43,9.891006943765544e-42,False
Rpl15,13.773502,0.4855657,3.679341226913997e-43,1.0917660735179378e-41,False
Pxmp2,13.763585,2.6346946,4.220681178741068e-43,1.2485257663048733e-41,False
S100a16,13.752355,1.0858375,4.9298322612867296e-43,1.4560503032217086e-41,False
Dock1,13.73036,1.6518655,6.680049688903251e-43,1.966914938398759e-41,False
Pabpc1,13.718051,0.49194774,7.91653701632327e-43,2.327413240482505e-41,False
St13,13.691072,0.5189359,1.1480250747556958e-42,3.3493981563642163e-41,False
Hes1,13.683015,3.896204,1.282615741545673e-42,3.7363748367492597e-41,False
Cmtm5,13.653445,3.2533867,1.925546598989699e-42,5.583793387585431e-41,False
Bola3,13.646452,0.92542493,2.119502622639571e-42,6.118425444147625e-41,False
Adgrv1,13.638329,1.9590619,2.369297004266974e-42,6.829213157329159e-41,False
Dpm3,13.617962,0.664789,3.131874484001226e-42,9.013676052526234e-41,False
Park7,13.599505,0.41005823,4.031504570531121e-42,1.155074340949029e-40,False
Fam213a,13.590983,1.4918253,4.5295376640434136e-42,1.2958269260407608e-40,False
Sfxn5,13.583558,2.5883172,5.01310476618919e-42,1.4298928780938137e-40,False
Gm2a,13.579405,1.7416654,5.3055997482265695e-42,1.508824273124938e-40,False
H2-Ke6,13.578673,1.7763402,5.358807895187834e-42,1.5216947226409489e-40,False
Ampd3,13.577909,3.201571,5.415002144580196e-42,1.5353737191869685e-40,False
Bcap29,13.5329895,1.5038733,9.987728167423856e-42,2.8193971887363595e-40,False
Ssbp1,13.527176,0.61501795,1.080976855521607e-41,3.043160416424966e-40,False
Thyn1,13.527159,0.8701436,1.0812211103866329e-41,3.043160416424966e-40,False
Ttyh3,13.51279,0.9886151,1.3144514547181008e-41,3.694168339478668e-40,False
Pycr2,13.512673,0.9469378,1.3165297376989605e-41,3.6945839662493265e-40,False
Pmm1,13.511095,1.0618451,1.3450602900011888e-41,3.769122824353259e-40,False
Syn2,13.507257,2.1520445,1.4170262107264232e-41,3.964980211563306e-40,False
Ssr4,13.5038185,0.6807797,1.484761867910672e-41,4.148446334298153e-40,False
4933431E20Rik,13.4985695,1.8721273,1.5944251967154921e-41,4.448353329436997e-40,False
Sec62,13.48415,0.5561584,1.9388765154277566e-41,5.3936275623214876e-40,False
Hspa9,13.437868,0.7011215,3.6273763878467505e-41,1.0046940186251659e-39,False
Pgp,13.434877,0.7886261,3.7769142599316565e-41,1.0446006072374563e-39,False
Jam3,13.4317875,1.1944512,3.9378792007850557e-41,1.0859808360781727e-39,False
Cpd,13.426555,1.295057,4.226189764774585e-41,1.1638136101873492e-39,False
Sparcl1,13.388712,2.036019,7.039059813482587e-41,1.930094065476264e-39,False
Slit2,13.365571,2.3564916,9.609428535830506e-41,2.6273550392465723e-39,False
Olig1,13.33959,3.7731783,1.3620699993380287e-40,3.713484005317739e-39,True
B230118H07Rik,13.333194,1.1010208,1.484051468150628e-40,4.0402931790803516e-39,False
Kcnip3,13.331716,1.3900235,1.5137612376934139e-40,4.115323342075888e-39,False
Pnp,13.324838,1.3972797,1.6599255827029533e-40,4.506285918773308e-39,False
Etv5,13.260515,2.5713153,3.921913437443624e-40,1.0542345685285606e-38,False
Aldoc,13.259485,3.207773,3.9761489670615286e-40,1.0673143770068808e-38,True
Tmem132b,13.227424,3.5060654,6.094065174055316e-40,1.6312491379894362e-38,False
Inppl1,13.21317,1.8707336,7.365557848676258e-40,1.9688465316454596e-38,False
Ptch1,13.211858,1.3684243,7.495124287568752e-40,2.0006859656872851e-38,False
Dkc1,13.194083,0.7820884,9.490284131960215e-40,2.5227020555775913e-38,False
Plin3,13.181325,2.523456,1.1239977924975564e-39,2.979528220306195e-38,False
Hspa4,13.16762,0.6853188,1.3478061733477454e-39,3.562936788909185e-38,False
Prdx5,13.167022,0.67835885,1.358522527065867e-39,3.5863120890363624e-38,False
Rcn1,13.160061,1.3110982,1.4896571093548194e-39,3.921670896278114e-38,False
Wdr43,13.157237,0.8097459,1.5463840549131176e-39,4.065418190519527e-38,False
Qk,13.153848,0.65609694,1.617298097220766e-39,4.2460175970793196e-38,False
Mthfd1,13.131388,1.3642656,2.1763020094411164e-39,5.705786871053908e-38,False
Dad1,13.122916,0.5973512,2.433868267122348e-39,6.372339913058087e-38,False
Notum,13.108812,4.9220285,2.9315428038382015e-39,7.63357792145025e-38,False
Akr7a5,13.1074,1.3835347,2.9866266987695763e-39,7.766446791813985e-38,False
Slc9a3r1,13.09921,2.0771334,3.327018706531267e-39,8.628158675379664e-38,False
Ctsb,13.093213,0.9474572,3.600482043318749e-39,9.324712561174228e-38,False
Slc35b1,13.087166,0.9747231,3.8988400368385404e-39,1.0070161871127236e-37,False
Magt1,13.085305,1.1733587,3.995495358799669e-39,1.0305901033971276e-37,False
Hdhd2,13.051949,1.0004697,6.194284587793598e-39,1.5891744333214703e-37,False
Cad,13.026415,1.4198047,8.658080982290328e-39,2.215334383957949e-37,False
Hlf,12.987493,2.3067274,1.4407012942387787e-38,3.6666997434090407e-37,False
Bcl2l12,12.976911,1.8852308,1.6541935757674256e-38,4.204463591847644e-37,False
Rps17,12.973438,0.24793014,1.7308757215006143e-38,4.393531887771917e-37,False
Gtf3a,12.957558,0.9278862,2.12920275933939e-38,5.383198363407739e-37,False
Sdc4,12.951378,3.1405642,2.3077538920213615e-38,5.82692635084391e-37,False
Nr2e1,12.879546,1.4608394,5.86796723601279e-38,1.468065685360115e-36,False
Tns3,12.873217,1.7446928,6.369316974301191e-38,1.5914145897017038e-36,False
Mrpl48,12.853465,0.96446466,8.224243960623192e-38,2.0442052618489256e-36,False
Luzp2,12.840922,2.4189446,9.671506465940731e-38,2.4008166310199696e-36,False
Rps25,12.833048,0.23507413,1.0706718898766112e-37,2.6543509456409926e-36,False
Alcam,12.829044,1.658506,1.1274569016534255e-37,2.7915132782334944e-36,False
Hdlbp,12.78057,0.8971604,2.1052064249245036e-37,5.1722138339704846e-36,False
Spcs2,12.780022,0.55596024,2.1200976182220333e-37,5.202121578865576e-36,False
